favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
50,WVDE Twitbot,All schools in #Marion Co closing 3 hrs early Wed 3/1/17 due to Inclement Weather,,False,Wed Mar 01 15:18:14 +0000 2017,56,836958766075691010
1,WVDE Twitbot,Buffalo Elementary School in #Logan Co closed Thu 3/2/17,,False,Thu Mar 02 03:37:15 +0000 2017,3,837144746653020160
0,WVDE Twitbot,UPDATE: All schools in #Mercer Co now closed Thu 1/31/13 due to inclement weather,,False,Thu Jan 31 12:09:49 +0000 2013,6,296953431829123072
5,WVDE Twitbot,All schools in #McDowell Co closing 3 hrs early Tue 1/16/18,,False,Tue Jan 16 14:40:29 +0000 2018,4,953275769958092803
6,WVDE Twitbot,UPDATE: All schools in #Lewis Co now closed Wed 1/3/18 due to Inclement weather,,False,Wed Jan 03 12:20:59 +0000 2018,9,948529621661777920
1,WVDE Twitbot,Moorefield High School in #Hardy Co closing @ 1:30 Tue 11/5/13 due to a water line break,,False,Tue Nov 05 17:54:09 +0000 2013,4,397783909544390657
0,WVDE Twitbot,Dingess Elementary School in #Mingo Co closed Fri 11/2/12 due to Power Outage  #WVSandy,,False,Fri Nov 02 04:28:13 +0000 2012,0,264222355201605632
5,WVDE Twitbot,UPDATE: All schools in #Tucker Co now closed Fri 2/13/15,,False,Fri Feb 13 11:17:04 +0000 2015,5,566194339911835649
56,WVDE Twitbot,All schools in #Monongalia Co closed Tue 3/4/14,,False,Tue Mar 04 00:57:50 +0000 2014,94,440652302722940928
3,WVDE Twitbot,UPDATE: All schools in #Tucker Co now closed Mon 1/8/18,,False,Mon Jan 08 11:36:33 +0000 2018,0,950330377935212546
22,WVDE Twitbot,All schools in #Wetzel Co closed Mon 1/8/18 due to Inclement weather,,False,Sun Jan 07 23:44:59 +0000 2018,21,950151310191493121
16,WVDE Twitbot,All schools in #Mingo Co closed Tue 3/4/14 code H,,False,Mon Mar 03 18:47:02 +0000 2014,23,440558987025461248
5,WVDE Twitbot,At 07:26am on Fri: New bus announcements posted for #Raleigh Co at https://t.co/yZWjhAZLJ1,,False,Fri Jan 29 12:28:21 +0000 2016,2,693048030115794944
1,WVDE Twitbot,"Near Independence in #Raleigh Co: Bus 6, running 10 minutes late for high/middle school.",,False,Tue Jan 31 10:49:11 +0000 2017,1,826381811395751937
0,WVDE Twitbot,Kermit Area School (K-8) in #Mingo Co closing @ 9:00 Tue 11/29/16 due to power outage,,False,Tue Nov 29 13:34:49 +0000 2016,1,803593056238714881
12,WVDE Twitbot,UPDATE: All schools in #Wayne Co now closed Thu 3/5/15 due to Inclement Weather,,False,Thu Mar 05 02:23:56 +0000 2015,30,573307930822500352
0,WVDE Twitbot,2/2 CLCS will begin school at 10:15am (2 hour delay),,False,Tue Jan 03 02:05:35 +0000 2012,1,154020549184593921
1,WVDE Twitbot,Ashford-Rumble Elementary in #Boone Co closed Thu 1/2/14 due to localized icey road conditions Secondary schools are in session.,,False,Thu Jan 02 14:22:46 +0000 2014,2,418749210767278080
0,WVDE Twitbot,Hayes Middle School in #Kanawha Co closing @ 12:45 Wed 12/21/11 due to no water at the facility.,,False,Wed Dec 21 17:11:49 +0000 2011,0,149537570471153665
3,WVDE Twitbot,All schools in #Doddridge Co on a 2-hr delay Thu 4/9/15 due to high waters,,False,Thu Apr 09 08:05:15 +0000 2015,3,586077398640234496
6,WVDE Twitbot,2/2 W. G. Dilley's and Stephen McCarty's buses are running late.  Estimated time is 30 minutes late.,,False,Wed Jan 20 13:01:13 +0000 2016,4,689794811113684993
12,WVDE Twitbot,All schools in #Brooke Co closed Tue 2/18/14,,False,Tue Feb 18 03:14:25 +0000 2014,25,435613245072605184
15,WVDE Twitbot,All schools in #Pleasants Co on a 2-hr delay Thu 1/18/18,,False,Wed Jan 17 23:06:04 +0000 2018,7,953765392924725249
2,WVDE Twitbot,All schools in #Mercer Co closed Tue 1/7/14 due to frigid temperatures,,False,Tue Jan 07 00:32:21 +0000 2014,3,420352167174627328
0,WVDE Twitbot,J E Robins Elementary School in #Kanawha Co on a 2-hr delay Fri 2/14/14 code C,,False,Fri Feb 14 01:48:50 +0000 2014,0,434142155863371776
25,WVDE Twitbot,All schools in #Wetzel Co closed Thu 3/5/15,,False,Thu Mar 05 02:22:28 +0000 2015,45,573307559605608448
4,WVDE Twitbot,UPDATE: All schools in #Webster Co now closed Tue 1/2/18 due to weather conditions,,False,Tue Jan 02 11:38:50 +0000 2018,2,948156626313318405
8,WVDE Twitbot,"Near Crab Orchard Elementary in #Raleigh Co: Bus 96, Adams Street students meet at Adams and Lincoln at 7:45.",,False,Wed Mar 02 12:13:29 +0000 2016,1,705003087811977218
0,WVDE Twitbot,Richmond Elementary School in #Kanawha Co closing @ 8:45 Fri 5/24/13 due to no water at the facility,,False,Fri May 24 11:38:29 +0000 2013,1,337895372187914243
4,WVDE Twitbot,"Near Liberty in #Raleigh Co: Bus 21, running 25 minutes late for high/middle school.",,False,Wed Dec 02 11:21:46 +0000 2015,1,672012777658179584
14,WVDE Twitbot,All schools in #Clay Co on a 2-hr delay Mon 1/30/17,,False,Mon Jan 30 02:14:44 +0000 2017,14,825889958070214656
6,WVDE Twitbot,Overbrook Elementary School in #Kanawha Co closing @ 12:00 Thu 2/6/14 due to Water Concerns,,False,Thu Feb 06 16:02:23 +0000 2014,14,431457857397985281
8,WVDE Twitbot,All schools in #Wetzel Co on a 2-hr delay Mon 2/12/18,,False,Mon Feb 12 10:28:22 +0000 2018,3,962996795403112448
2,WVDE Twitbot,UPDATE: All schools in #Wyoming Co now closed Mon 3/3/14 due to inclement weather,,False,Mon Mar 03 11:46:00 +0000 2014,7,440453029523775488
0,WVDE Twitbot,"2/2 Please stay tuned to local television and radio stations, and monitor this website for updates or changes.",,False,Tue Aug 13 10:36:28 +0000 2013,0,367233185434066944
3,WVDE Twitbot,"2/2 Fayette County Schools are closed for Tuesday, October 30, 2012 due to inclement weather. #WVSandy",,False,Tue Oct 30 00:18:40 +0000 2012,28,263072391817728000
7,WVDE Twitbot,Near Oak Hill in #Fayette Co: Bus #99 hs/ms will be running 30 minutes behind schedule  this morning,,False,Wed May 11 10:47:00 +0000 2016,2,730348477419540480
5,WVDE Twitbot,UPDATE: All schools in #Tucker Co now closed Mon 2/3/14,,False,Mon Feb 03 12:28:40 +0000 2014,5,430316908856885248
2,WVDE Twitbot,At 04:52pm on Wed: New bus announcements posted for #Hampshire Co at http://t.co/npjHxgpJ5p,,False,Wed Jan 28 21:52:05 +0000 2015,1,560555942140715008
13,WVDE Twitbot,All schools in #Monroe Co on a 3-hr delay Wed 1/17/18,,False,Wed Jan 17 09:45:36 +0000 2018,2,953563948514775046
9,WVDE Twitbot,At 05:43am on Thu: New bus announcements posted for #Raleigh Co at https://t.co/yZWjhAZLJ1,,False,Thu Jan 14 10:44:28 +0000 2016,1,687586071216041985
10,WVDE Twitbot,All schools in #Wyoming Co on a 2-hr delay Thu 1/30/14 due to inclement weather,,False,Wed Jan 29 22:11:17 +0000 2014,14,428651590963048448
18,WVDE Twitbot,All schools in #Preston Co on a 2-hr delay Tue 1/19/16 due to winter weather conditions,,False,Mon Jan 18 20:43:34 +0000 2016,12,689186391121637376
11,WVDE Twitbot,Monongalia: Trinity Christian School on a 2-hr delay Thu 1/8/15,,False,Wed Jan 07 23:09:03 +0000 2015,4,552965166602924032
11,WVDE Twitbot,All schools in #Calhoun Co closed Mon 3/3/14 due to Inclement Weather and Hazardous Road Conditions,,False,Mon Mar 03 00:58:47 +0000 2014,13,440290152791818240
3,WVDE Twitbot,1/2 UPDATE: All schools in #Preston Co now closed Tue 1/31/17 due to winter weather conditions,,False,Tue Jan 31 11:54:08 +0000 2017,2,826398153062678528
4,WVDE Twitbot,Mullens Elementary School in #Wyoming Co closing @ 11:30 Mon 10/31/16 due to a utility issue,,False,Mon Oct 31 15:16:23 +0000 2016,4,793109370368356353
16,WVDE Twitbot,All schools in #Hancock Co on a 2-hr delay Mon 1/8/18 due to Possible Inclement Weather,,False,Sun Jan 07 22:46:39 +0000 2018,13,950136627623596032
5,WVDE Twitbot,All schools in #Tucker Co on a 2-hr delay Fri 1/10/14,,False,Fri Jan 10 10:02:44 +0000 2014,1,421582873301233664
0,WVDE Twitbot,Near Oak Hill Area in #Fayette Co: Bus #014 no Collins Middle School and Oak Hill High School morning run,,False,Tue Mar 06 11:15:59 +0000 2012,1,176989497634988032
12,WVDE Twitbot,All schools in #Barbour Co on a 2-hr delay Fri 2/13/15,,False,Fri Feb 13 00:09:16 +0000 2015,11,566026283168317440
14,WVDE Twitbot,UPDATE: All schools in #Greenbrier Co now closed Mon 3/17/14,,False,Mon Mar 17 10:48:40 +0000 2014,22,445512032272404480
18,WVDE Twitbot,All schools in #Calhoun Co on a 3-hr delay Thu 2/11/16 due to Weather Conditions,,False,Wed Feb 10 20:11:05 +0000 2016,8,697513137499725824
0,WVDE Twitbot,At 08:35am on Thu: New bus announcements posted for #Fayette Co at http://t.co/hkZp1ii2oq,,False,Thu Mar 14 12:35:50 +0000 2013,2,312180268138127361
0,WVDE Twitbot,UPDATE: All schools in #Lewis Co now on a 2-hr delay Tue 1/22/13,,False,Tue Jan 22 03:21:41 +0000 2013,0,293559030335545344
1,WVDE Twitbot,All schools in #Mercer Co on a 2-hr delay Thu 2/6/14 due to inclement weather,,False,Thu Feb 06 10:46:28 +0000 2014,3,431378353891717120
0,WVDE Twitbot,At 07:44am on Tue: New bus announcements posted for #Fayette Co at http://t.co/hkZp1iReV4,,False,Tue Feb 03 12:44:17 +0000 2015,0,562592410493284352
11,WVDE Twitbot,All schools in #Wirt Co on a 2-hr delay Wed 1/7/15,,False,Tue Jan 06 23:35:40 +0000 2015,18,552609475681878017
4,WVDE Twitbot,All schools in #Preston Co closed Mon 3/25/13,,False,Mon Mar 25 07:53:50 +0000 2013,3,316095565274427392
4,WVDE Twitbot,Bridgeview Elementary School in #Kanawha Co closing @ 1:30 Fri 3/14/14 due to No Water,,False,Fri Mar 14 16:43:29 +0000 2014,4,444514163419668480
15,WVDE Twitbot,All schools in #Morgan Co closed Mon 1/8/18 due to the prediction of icy road conditions this afternoon code A,,False,Mon Jan 08 10:17:13 +0000 2018,10,950310413639528448
16,WVDE Twitbot,All schools in #Nicholas Co closed Tue 2/9/16 due to weather condirions,,False,Tue Feb 09 09:34:35 +0000 2016,20,696990568166117376
2,WVDE Twitbot,All schools in #Pocahontas Co on a 3-hr delay Thu 2/26/15 due to Inclement weather,,False,Thu Feb 26 09:24:19 +0000 2015,2,570877007669661697
5,WVDE Twitbot,All schools in #Summers Co on a 2-hr delay Tue 3/26/13,,False,Tue Mar 26 01:21:23 +0000 2013,10,316359191210106880
23,WVDE Twitbot,UPDATE: All schools in #Wetzel Co now closed Thu 1/21/16 due to Snowy &amp; Icy Roads,,False,Thu Jan 21 12:08:37 +0000 2016,37,690143960749187073
1,WVDE Twitbot,All schools in #Taylor Co on a 2-hr delay Wed 1/23/13,,False,Tue Jan 22 23:46:46 +0000 2013,4,293867330952392704
0,WVDE Twitbot,Maysville Elementary School in #Grant Co closed Fri 5/16/14 due to inclement weather and high waters,,False,Fri May 16 10:54:06 +0000 2014,0,467256672583700480
18,WVDE Twitbot,All schools in #Barbour Co on a 2-hr delay Wed 3/16/16 due to wide spread power outages Mon Power indicated repairs by 7:30 AM.,,False,Wed Mar 16 09:23:52 +0000 2016,9,710033832813191168
33,WVDE Twitbot,All schools in #Greenbrier Co closed Mon 2/15/16 due to Weather conditions,,False,Sun Feb 14 23:49:24 +0000 2016,43,699017630418649088
2,WVDE Twitbot,"Near Clear Fork Elementary in #Raleigh Co: Bus 83, running 20 minutes late for elementary. Will make the entire run.",,False,Wed Apr 08 11:29:57 +0000 2015,0,585766524809510912
2,WVDE Twitbot,Rivesville Elementary/Middle School in #Marion Co closing @ 8:45 Fri 12/15/17 due to WATER MAIN BREAK,,False,Fri Dec 15 13:41:26 +0000 2017,2,941664499773394945
7,WVDE Twitbot,All schools in #McDowell Co closed Mon 2/16/15,,False,Sun Feb 15 22:28:33 +0000 2015,8,567088099407433728
2,WVDE Twitbot,UPDATE: All schools in #Tucker Co now closed Thu 1/24/13,,False,Thu Jan 24 10:56:18 +0000 2013,5,294398213056778240
0,WVDE Twitbot,"2/2 Maintenance, mechanics, and custodians, report on a regular schedule; &amp; all other staff report on a 2-hour delay.",,False,Thu Feb 09 09:43:05 +0000 2017,0,829626667089948672
4,WVDE Twitbot,All schools in #Calhoun Co closing @ 12:00 Wed 6/17/15,,False,Tue Jun 16 23:43:06 +0000 2015,1,610955791072391168
3,WVDE Twitbot,"Near Liberty in #Raleigh Co: Bus 84, running 45 minutes late for high/middle school.",,False,Fri Mar 24 10:11:17 +0000 2017,2,845216440412258304
0,WVDE Twitbot,All schools in #Barbour Co on a 2-hr delay Mon 1/28/13 due to freezing rain,,False,Mon Jan 28 09:33:25 +0000 2013,0,295826908749393921
9,WVDE Twitbot,Tug Valley High School in #Mingo Co closing @ 9:00 Tue 11/29/16 due to power outage,,False,Tue Nov 29 13:34:50 +0000 2016,10,803593060701663232
0,WVDE Twitbot,UPDATE: All schools in #Doddridge Co now on a 2-hr delay Tue 1/22/13 due to Frigid Temperatures,,False,Mon Jan 21 23:30:46 +0000 2013,4,293500916026458112
9,WVDE Twitbot,Kanawha: Cross Lanes Christian School closing @ 1:30 Thu 1/5/17 due to impending weather conditions CLOSING at 1:30pm today,,False,Thu Jan 05 16:35:39 +0000 2017,3,817046918090080256
5,WVDE Twitbot,Near Bus 50 in #Roane Co: will turn at the bottom of Kelly Hill at 8:30am,,False,Tue Jan 19 11:31:15 +0000 2016,0,689409783049228289
8,WVDE Twitbot,All schools in #Preston Co on a 2-hr delay Mon 2/16/15 due to frigid temperatures,,False,Sun Feb 15 21:03:27 +0000 2015,9,567066684515971072
3,WVDE Twitbot,Near Midland Trail in #Fayette Co: Bus #104 No Gwinn Rd. run,,False,Wed Mar 05 13:16:20 +0000 2014,1,441200538085249024
27,WVDE Twitbot,All schools in #Logan Co closed Tue 1/28/14,,False,Tue Jan 28 00:21:40 +0000 2014,57,427959627569831937
9,WVDE Twitbot,All schools in #Taylor Co closed Fri 1/9/15,,False,Fri Jan 09 01:19:04 +0000 2015,16,553360272925405188
19,WVDE Twitbot,All schools in #Marshall Co on a 2-hr delay Tue 2/24/15,,False,Mon Feb 23 23:54:45 +0000 2015,36,570008893931307008
